Date / Time	City	State	Shape	Duration	Summary	Posted
12/07/2014 20:53:00	Villa Rica	GA	Cross	30 minutes	((HOAX??)) Drones everywhere in Atlanta.	12/12/2014
12/07/2014 20:15:00	Mountain City	TN	Light	5 minutes	Any info appreciated please.	12/18/14
12/07/2014 19:40:00	Cedar Park	TX	Unknown	a few minutes	Flashing lights (1 red 2 green) with whirring sound, stopped, then changed  direction, then went down towards the earth.	12/12/2014
12/07/2014 18:22:00	Fort Collins	CO	Light		Bright white light.	12/12/2014
12/07/2014 17:20:00	Morrisville	VT	Other	2 seconds	Large, plane-shaped object, illuminated by orange lights, seems to fall out  of sky, but makes no sound.	12/12/2014
12/07/2014 16:20:00	Carleton Place (Canada)	ON	Unknown	3:00	Bright orange object hovering East between Carleton Place & Ottawa, Ontario	12/18/14
12/07/2014 12:07:00	Simi Valley	CA	Sphere	1 minute	A black round object flew across the sky in day time from East to West in  Simi Valley.	12/12/2014
12/07/2014 12:00:00	Montclair	CA	Other	5 minutes	Creepy reddish orange floating eye,(light)!	1/07/2015
12/07/2014 6:55:00	Hooker	OK	Circle	45 seconds	Large, bright orb moved across sky in irregular patterns before vanishing.	12/12/2014
12/07/2014 6:40:00	Los Gatos	CA	Oval	1 minute	A very bright oval shape object seen early in the morning while driving on  highway 17.And then vanished!	1/07/2015
12/07/2014 2:15:00	Porter	TX	Light	2 minutes	Ball of light.	12/12/2014
12/07/2014 0:19:00	Chicago	IL	Triangle	1 second	Unkown object seen in Chicago.	12/12/2014
12/07/2014 0:00:00	Santa Rosa	CA	Sphere	45 minutes	Three white, multi-faceted, pulsing orbs form a triangle.	12/12/2014
12/06/2014 23:00:00	Rochester	MI	Oval		((HOAX??)) Can't put what I saw in one sentence, not possible.	12/18/14
12/06/2014 21:00:00	Gilbert	AZ	Changing	2-3 minutes	Bright glitter/shimmering, long-tailed UFO's in Gilbert!	12/12/2014
12/06/2014 21:00:00	Racine	WI	Light	2 hours	Color-shifting bright light moving slowly across night sky. ((NUFORC Note:  Possible sighting of star, Sirius?? PD))	12/12/2014
12/06/2014 20:00:00	Mesa	AZ	Oval	10 minute	Three lights in sky appear and disappeared.	12/12/2014
12/06/2014 19:00:00	Clearville	PA		loud bang	Loud bang.	12/12/2014
12/06/2014 18:10:00	Patterson	NY	Triangle	5 minutes	Driving down 311 into Patterson from 22 and I see 3 bright lights that were  clearly above the trees on the horizon. As we approached, w	12/12/2014
12/06/2014 17:45:00	Eagle Mountain	UT	Circle	1 minute	Bright white light bluish tinge marquis shaped lights on circular object.	12/12/2014
12/06/2014 12:00:00	Apache Junction	AZ	Triangle	5 minutes	Has anyone else noticed the increased military activity in the skies above  the east valley, Mesa, AZ.	12/12/2014
12/06/2014 7:30:00	Owensboro	KY	Fireball	10-15 minutes	Red orange objects seen flying over Owensboro, KY.	12/12/2014
12/06/2014 1:00:00	North Pole	AK	Triangle	3 minutes	Large triangular shape with lights hovering over the outskirts of North  Pole.	12/12/2014
12/06/2014 0:22:00	Prescott	AZ	Fireball	3 seconds	Blue/white ball of light falling toward Earth, and same color arrow shaped  light which lit up in front of/below it.	12/12/2014
12/05/2014 21:30:00	Dartmouth (Canada)	NS	Light	30 minutes	I went outside to my balcony to have a smoke and I looked up to the sky and  saw 15 lights flashing and blinking. Some were hovering and	12/12/2014
12/05/2014 21:00:00	West Allis	WI	Light	30 seconds	Point of green light zooming back and forth between the rooftops in  downtown West Allis.	12/12/2014
12/05/2014 21:00:00	West Allis	WI	Light	10-15 seconds	Greenish blue light made a u-turn over 71st and Greenfield.	12/12/2014
12/05/2014 19:40:00	Franklin	WI	Light	3-4 minutes	Blue light that changed colors, directions, and disappeared	12/12/2014
12/05/2014 18:45:00	Levittown	PA	Chevron	1 minutes	3 chevron-shaped amber objects engulfed with flames underneath flying in  several formation patterns.	12/12/2014
12/05/2014 18:29:00	West Roxbury	MA	Light	10 minutes	4 lights meeting at a point, rotating 45 degrees, then meeting again.	12/12/2014
12/05/2014 17:45:00	Salt Lake City	UT	Circle	4 minutes	An orange orb traveling low and slow north to south to quickly ascend,  erratic flight path and intermittent flicker.	12/12/2014
12/05/2014 3:30:00	St. Johns River	FL	Light	6 minutes	St. Johns (Route 417): a light overhead dropped to the water level and  straight into the tree line.	1/09/2015
12/04/2014 21:00:00	Fairfax	VT	Disk	2 hours	Two-hour UFO event in Franklin County, Vermont, multiple witnesses.	12/12/2014
12/04/2014 19:00:00	Attalla	AL	Light	2.5-3 hours	Lights in circular motion going in to one another. Stood in same spot for  along time before moving about 60 ft. When they left. They l	12/12/2014
12/04/2014 18:30:00	Spring Valley	CA	Triangle	6-7 minutes	I saw a triangle.	12/12/2014
12/04/2014 18:00:00	I-80 (47 miles west of UT)	NV	Light	5 seconds	Heading west on Hwy 80, about 47 miles into NV (from UT). NW of the highway  in the distance. It looked like a ball of flame.	12/05/2014
12/04/2014 17:00:00	Tampa	FL	Light	1 hour	Strange light falling from the sky, and aircraft chasing it. ((NUFORC Note:  Photo appears to show contrails behind a/c. PD))	12/05/2014
12/04/2014 16:45:00	Westchester	CA	Sphere	15 seconds	Three bright white spheres.	12/05/2014
12/03/2014 23:00:00	Albuquerque	NM	Other	15 seconds	Aircraft shaped like a sine curve, with a green neon light tracing its  edges.	12/05/2014
12/03/2014 22:43:00	Bunn	NC	Circle	3 seconds	Sighted a bright white circular object move across the sky just north of  the Moon.	12/05/2014
12/03/2014 22:10:00	Stony Point	NY	Circle	5 minutes	We noticed a formation of objects first flying in a formation similar to  the Little Dipper traveling from east to west.	12/05/2014
12/03/2014 21:45:00	Dallas	OR	Circle	3 minutes	Large glowing orb that looks like a star from a distance but hovers 300  feet or so above tree line.	12/05/2014
12/03/2014 21:30:00	Kannapolis	NC	Triangle	2-5 minutes	3 white lights in triangular formation hovering in the NW sky of Kannapolis.	12/05/2014
12/03/2014 21:16:00	Carson City	NV		5 minutes	Two objects followed by 20 white lights in a scattered triangle formation.	12/05/2014
12/03/2014 20:55:00	Meansville	GA	Formation	5 minutes	Large formation of red lights with lead light being white.	12/05/2014
12/03/2014 20:30:00	Fort Detrick	MD	Fireball	Few seconds	1 fireball broke into 2 fireballs. ((NUFORC Note: Possible meteor?? PD))	12/05/2014
12/03/2014 20:30:00	Front Royal	VA	Fireball	1 minutes	Fireball.	12/05/2014
12/03/2014 20:30:00	Uniontown	OH		Few seconds	Stepped out of house to go to a store. Saw this huge craft with a long  blueish white streak across the sky from east to northwest.	12/05/2014
12/03/2014 20:25:00	Owings Mills	MD	Fireball	2 seconds	Large, bright double trail low in the sky, falling quickly to the ground.  ((NUFORC Note: Possible meteor?? PD))	12/05/2014
12/03/2014 20:00:00	Altoona	PA	Fireball	2-3 seconds	Roman candle-like fireball streaking across Altoona sky.	12/05/2014
12/03/2014 19:00:00	Fort Wayne	IN	Fireball	10 minutes	Red fireball changing direction in sky.	12/05/2014
12/03/2014 18:42:00	Greenfield	IN	Light	10-15 seconds	Bright light hovers then shoots upwards.	12/05/2014
12/03/2014 18:00:00	Tinley Park	IL	Triangle	45 minutes	Bright red lights flashing look like lights in a triangle formation.  Noticed small moving obj's in the sky with red and blue lights.	12/05/2014
12/03/2014 17:00:00	Independence	MO	Disk	15 minutes	Round disk silver nickle collar. it had black spots on its sides as if  there was air vents open with disk shape open lids above.	1/07/2015
12/03/2014 13:00:00	Canton	MI	Cylinder	1-2 hours	I was going to bed when I noticed colorful lights blinking outside. It  definitely wasn't a plane or Christmas lights.	12/05/2014
12/03/2014 7:15:00	Milwaukee	WI	Light	10 seconds	Two points of light above Bayview.	12/05/2014
12/03/2014 6:50:00	Colwell	IA	Light	5 minutes	Reddish light fixed to the North, disappeared, returned as clear green  light a mile to the East.	12/05/2014
12/03/2014 5:51:00	Broken Arrow	OK	Fireball	2 minutes	Orange glow in sky above broken arrow.	12/05/2014
12/03/2014 4:45:00	Brooksville	FL	Triangle	10 seconds	UFO seen over Brooksville, Florida, with excellent picture of triangular  object!	12/05/2014
12/02/2014 23:00:00	Falls Church	VA	Rectangle	2 minutes	A light that followed me while I was driving.	12/12/2014
12/02/2014 20:50:00	Issaquah	WA	Formation	1 minute	Helicopter following 2 black "holes" in sky.	12/05/2014
12/02/2014 19:10:00	Murpheesboro	TN	Fireball	10-15 seconds	I saw 2 ufo fling in the sky 1 looked like it was on fire and falling ufo  number 2 look like it came down to help it was like it used s	12/05/2014
12/02/2014 18:30:00	La Junta	CO	Light	10 minutes	Several bright lights appeared one at a time, and disappeared. 3x different  times over about 20-30 miles and 10 minutes as we drove.	12/05/2014
12/02/2014 7:15:00	Surprise	AZ	Sphere	30 seconds	Taking picture and saw light from corner of my eye. Looked up and saw it  travel from south to north.	12/05/2014
12/02/2014 6:00:00	Reading	PA	Formation	15	Never seen anything so unlike a plane nor helicopter just weirded me just  watching it then simply disappeared.	12/05/2014
12/02/2014 3:30:00	Eagan	MN			At 3:30 AM on Dec. 2, 2014, my daughter's boyfriend saw a very bright light  shine in my daughters window for 5 sec..	12/05/2014
12/01/2014 23:58:00	Powhatan	VA	Flash	5 seconds	We saw a bright blue and red flash from above the clouds that was silent  and looked like an explosion.	12/05/2014
12/01/2014 23:35:00	Naperville	IL	Light	~10 minutes	Light above Naperville.	12/05/2014
12/01/2014 22:55:00	Merriam	KS	Fireball	~5 minutes	Fireball in the sky that moved slowly then vanished.	12/05/2014
12/01/2014 22:00:00	Bogota D.C. (Colombia)		Circle	40 minutes	Red disk with lights around flying in the sky.	12/05/2014
12/01/2014 21:15:00	Springdale	AR	Fireball	1 minute	I was sitting on my porch when a bright red firey ball/sphere zipped across  the sky and dissapered and a few seconds later it appered	12/05/2014
12/01/2014 21:15:00	Tarentum	PA	Light	10 seconds	A bright light appeared in the sky, started moving south slowly then it  moved really fast. Light seemed blurred from overcast sky.	12/05/2014
12/01/2014 20:37:00	Prescott	AZ	Light	2-3 seconds	Triangular/Chevron of three white lights flew extremely fast East over ERAU  in Prescott, AZ	12/05/2014
12/01/2014 18:40:00	Hartford	WI	Fireball	20 seconds	Fiery, round, object blazed across the night sky, descending rapidly toward  an adjacent field. The flames dissipated as it drew closer.	12/05/2014
12/01/2014 18:20:00	Indian Trail	NC	Sphere	5 seconds	Observed a very bright light changing colors and blinking on and off in the  sky.	12/05/2014
12/01/2014 16:45:00	Lowell	MA	Circle	2-3 seconds	Strange orange object with trail appearing and disappearing quickly at  civil twilight.	12/05/2014
12/01/2014 14:00:00	Virginia Beach	VA	Light	10 seconds	Bright round shiny object.	12/05/2014
12/01/2014 10:00:00	Sheridan	WY	Other	5 minutes	Bright Light U.F.O.. ((NUFORC Note: Possible contrail?? PD))	12/12/2014
12/01/2014 6:50:00	Hearthill (UK/Scotland)		Light	5 minutes	Seen a light appearing then disappearing about 3x after disappearing for  last time seen a light shooting across sky at super speed.	12/05/2014
12/01/2014 2:00:00	Arlington	TX	Unknown	45 minutes	Got up to turn heater on and could hear what sounded like the sound barrier  had been broke like fighter jets.	12/05/2014
12/01/2014 1:30:00	Eustis	FL	Triangle	5 minutes	Blue triangle lights over Eustis, FL.	12/05/2014
12/01/2014	Saint Paul	MN	Light	4 seconds	While driving 94 East by downtown St. Paul, a large white ball of light  moving from the SW to the NE flew across the sky.	12/12/2014
